source_row_number,order_id,date,product,price,quantity,purchase_type,payment_method,manager,city,product_original,product_category,revenue,record_id,year,month_num,month_name,month,week_start,week_num,day_num,day_name,day_of_week_num,is_weekend,period_type
238,10696,2022-12-26,Chicken Sandwiches,9.95,281.41,In-store,Cash,Walter Muller,Berlin,Chicken Sandwiches,Main Course,2800.03,rec_0c29be4a01ae5e66,2022,12,Dec,2022-12,2022-12-26,52,26,Monday,1,False,complete_day
241,10699,2022-12-26,Sides & Other,4.99,200.4,In-store,Cash,Walter Muller,Berlin,Sides & Other,Sides,1000.0,rec_19dfa384f7aaf048,2022,12,Dec,2022-12,2022-12-26,52,26,Monday,1,False,complete_day
239,10697,2022-12-26,Fries,3.49,630.37,In-store,Cash,Walter Muller,Berlin,Fries,Sides,2199.99,rec_5d76854a8075c348,2022,12,Dec,2022-12,2022-12-26,52,26,Monday,1,False,complete_day
237,10695,2022-12-26,Burgers,12.99,692.84,In-store,Cash,Walter Muller,Berlin,Burgers,Main Course,8999.99,rec_a0ebedb4362178e3,2022,12,Dec,2022-12,2022-12-26,52,26,Monday,1,False,complete_day
240,10698,2022-12-26,Beverages,2.95,677.97,In-store,Cash,Walter Muller,Berlin,Beverages,Beverage,2000.01,rec_de88e5ff7bc77244,2022,12,Dec,2022-12,2022-12-26,52,26,Monday,1,False,complete_day
242,10700,2022-12-27,Burgers,12.99,692.84,In-store,Cash,Walter Muller,Berlin,Burgers,Main Course,8999.99,rec_a4fab99bbb14950c,2022,12,Dec,2022-12,2022-12-26,52,27,Tuesday,2,False,complete_day
246,10704,2022-12-27,Sides & Other,4.99,200.4,Drive-thru,Gift Card,Walter Muller,Berlin,Sides & Other,Sides,1000.0,rec_d0e176698795760f,2022,12,Dec,2022-12,2022-12-26,52,27,Tuesday,2,False,complete_day
243,10701,2022-12-27,Chicken Sandwiches,9.95,281.41,In-store,Cash,Walter Muller,Berlin,Chicken Sandwiches,Main Course,2800.03,rec_e1ba9460f0591ce7,2022,12,Dec,2022-12,2022-12-26,52,27,Tuesday,2,False,complete_day
245,10703,2022-12-27,Beverages,2.95,677.97,In-store,Gift Card,Walter Muller,Berlin,Beverages,Beverage,2000.01,rec_e2a0bc251f2206c4,2022,12,Dec,2022-12,2022-12-26,52,27,Tuesday,2,False,complete_day
244,10702,2022-12-27,Fries,3.49,630.37,In-store,Cash,Walter Muller,Berlin,Fries,Sides,2199.99,rec_ee58cd1db28a3f47,2022,12,Dec,2022-12,2022-12-26,52,27,Tuesday,2,False,complete_day
250,10708,2022-12-28,Beverages,2.95,677.97,Drive-thru,Gift Card,Walter Muller,Berlin,Beverages,Beverage,2000.01,rec_8c25eddc6a05c9be,2022,12,Dec,2022-12,2022-12-26,52,28,Wednesday,3,False,complete_day
247,10705,2022-12-28,Burgers,12.99,723.63,Drive-thru,Gift Card,Walter Muller,Berlin,Burgers,Main Course,9399.95,rec_9e9e4c06a0cb05b1,2022,12,Dec,2022-12,2022-12-26,52,28,Wednesday,3,False,complete_day
249,10707,2022-12-28,Fries,3.49,630.37,Drive-thru,Gift Card,Walter Muller,Berlin,Fries,Sides,2199.99,rec_9edef1c561331dd8,2022,12,Dec,2022-12,2022-12-26,52,28,Wednesday,3,False,complete_day
251,10709,2022-12-28,Sides & Other,4.99,200.4,Drive-thru,Gift Card,Walter Muller,Berlin,Sides & Other,Sides,1000.0,rec_bee70dffe6a3dd43,2022,12,Dec,2022-12,2022-12-26,52,28,Wednesday,3,False,complete_day
248,10706,2022-12-28,Chicken Sandwiches,9.95,301.51,Drive-thru,Gift Card,Walter Muller,Berlin,Chicken Sandwiches,Main Course,3000.02,rec_c592fece31f1d1ad,2022,12,Dec,2022-12,2022-12-26,52,28,Wednesday,3,False,complete_day
255,10713,2022-12-29,Beverages,2.95,677.97,Drive-thru,Gift Card,Walter Muller,Berlin,Beverages,Beverage,2000.01,rec_5d58e6fd9cf3542c,2022,12,Dec,2022-12,2022-12-26,52,29,Thursday,4,False,complete_day
254,10712,2022-12-29,Fries,3.49,630.37,Drive-thru,Gift Card,Walter Muller,Berlin,Fries,Sides,2199.99,rec_5e1766b5da96abed,2022,12,Dec,2022-12,2022-12-26,52,29,Thursday,4,False,complete_day
252,10710,2022-12-29,Burgers,12.99,754.43,Drive-thru,Gift Card,Walter Muller,Berlin,Burgers,Main Course,9800.05,rec_982e89e099f3da77,2022,12,Dec,2022-12,2022-12-26,52,29,Thursday,4,False,complete_day
253,10711,2022-12-29,Chicken Sandwiches,9.95,281.41,Drive-thru,Gift Card,Walter Muller,Berlin,Chicken Sandwiches,Main Course,2800.03,rec_faed665a75561fff,2022,12,Dec,2022-12,2022-12-26,52,29,Thursday,4,False,complete_day
